V1,B1GH,B1GL,B1UH,B1UL,B2GH,B2GL,B2UH,B2UL,I1GH,I1GL,I1UH,I1UL,I2GH,I2GL,I2UH,I2UL,K1GH,K1GL,K1UH,K1UL,K2GH,K2GL,K2UH,K2UL
167,0.454654353,0.389169738,0.48956751,0.524368188,0.716918309,0.602407733,0.631494133,0.510567046,0.510390844,0.470445051,0.673467582,0.659440413,0.46055012,0.492820927,0.649452909,0.552615816,0.543735424,0.567469281,0.529433996,0.583058315,0.401911532,0.603107804,0.528944868,0.453758091
168,0.530775891,0.548400874,0.557206457,0.43191656,0.670312426,0.645757347,0.620053753,0.481099775,0.595960102,0.616337206,0.567629306,0.374440866,0.416762783,0.516549954,0.468714605,0.455176036,0.673972726,0.59620373,0.572476592,0.713181663,0.647578877,0.629092316,0.413035024,0.597074105
169,0.552887152,0.504976741,0.57759675,0.750612725,0.556421242,0.487686559,0.655394827,0.52704515,0.510796205,0.358978066,0.406985986,0.455904883,0.57836603,0.593169837,0.576979113,0.496638827,0.65447494,0.431744156,0.68086086,0.507260003,0.482814499,0.48442976,0.430934204,0.327465879
170,0.465325074,0.464035816,0.403904697,0.536535093,0.694532944,0.456320999,0.613145735,0.572550773,0.634242406,0.523388328,0.443563015,0.542601924,0.575211197,0.561325749,0.514544605,0.555264832,0.70143982,0.733802382,0.521102732,0.441908724,0.495129587,0.793822241,0.707232799,0.548390148
171,0.711156884,0.375777716,0.206326568,0.51555472,0.796920729,0.545334272,0.611971352,0.695724571,0.549252492,0.49087411,0.688345715,0.535521116,0.565759502,0.496002798,0.544596576,0.455073676,0.604002567,0.474173929,0.490434677,0.532820174,0.538166384,0.41489912,0.701291864,0.626244869
172,0.640244915,0.390020962,0.444981341,0.479275287,0.603506795,0.482048162,0.42012764,0.459147851,0.751651582,0.478478986,0.548540815,0.609699688,0.707040681,0.554830754,0.337443486,0.594946812,0.448395141,0.510398185,0.174047459,0.49738403,0.487833582,0.672629382,0.496624526,0.633223156
173,0.560378996,0.306578432,0.802859897,0.671316336,0.698441614,0.529440392,0.781274882,0.516991406,0.495668414,0.622433892,0.46198743,0.442405,0.555914985,0.627169903,0.609632532,0.597450906,0.677805851,0.50621117,0.3511182,0.54120628,0.513252115,0.484667006,0.524747043,0.46928478
174,0.54374619,0.406929382,0.552867992,0.541469441,0.458703376,0.504187271,0.686150905,0.763055167,0.464042826,0.705584802,0.458154872,0.574775999,0.491041121,0.593316904,0.670359713,0.504087624,0.641745387,0.557670463,0.851651078,0.519187313,0.602871027,0.570043321,0.375060453,0.468350734
175,0.590426304,0.494218418,0.474463669,0.470864037,0.411235071,0.590347142,0.575881107,0.580901821,0.511471898,0.502952546,0.615519857,0.732805849,0.489758881,0.520798032,0.581315446,0.630010513,0.643300059,0.553835735,0.353950427,0.574385166,0.574803241,0.531607501,0.30615615,0.587295565
176,0.53414294,0.615667273,0.712822819,0.25357974,0.419993574,0.369645492,0.418445284,0.466116743,0.486148524,0.567237075,0.518664764,0.547181616,0.530116717,0.536038143,0.146672096,0.562721384,0.424688896,0.597118782,0.512610455,0.476590802,0.50949966,0.573948105,0.579601755,0.566356708
177,0.657700403,0.480800755,0.42272296,0.583538067,0.247764902,0.630324975,0.423315365,0.4082407,0.587669815,0.481545364,0.410364561,0.669349319,0.413922199,0.5715492,0.396044895,0.437269311,0.572901071,0.512220252,0.742599552,0.534106191,0.461744737,0.582398597,0.618014855,0.744088212
178,0.5096933,0.535451915,0.430411804,0.539708208,0.488649258,0.503858639,0.475376611,0.458732699,0.554599497,0.77585817,0.674002683,0.509544718,0.538420214,0.452120449,0.661935666,0.492187651,0.795753566,0.53292373,0.322271116,0.683613819,0.644551928,0.431204921,0.321286523,0.52736504
179,0.56954493,0.575622108,0.403745579,0.676432896,0.69052571,0.512767861,0.567900232,0.554884084,0.601282107,0.482852809,0.647751868,0.544854222,0.520528905,0.490547295,0.633531729,0.604858439,0.559272721,0.562545872,0.179344471,0.641835722,0.414206877,0.719107965,0.547409726,0.686764386
180,0.581758518,0.476807825,0.510062882,0.625522935,0.447894576,0.498757909,0.690246527,0.360194722,0.490354685,0.434073085,0.558418313,0.601688084,0.667503628,0.416862919,0.832103277,0.412814356,0.423193611,0.393095133,0.444703625,0.479276776,0.555944616,0.535741649,0.506099602,0.677192029
181,0.549521384,0.752276679,0.499965829,0.509356649,0.470734496,0.45349342,0.593278429,0.627963352,0.576418625,0.475018479,0.663827141,0.476328081,0.60465633,0.473606827,0.384409196,0.559808476,0.616979615,0.582352569,0.755804221,0.502139749,0.533385634,0.711637208,0.600223561,0.59524702
182,0.665972192,0.524295303,0.334539444,0.348719963,0.429171142,0.523387865,0.666672749,0.577164941,0.577080344,0.568939203,0.682019347,0.480972783,0.512398023,0.522791671,0.582049119,0.380191264,0.717552238,0.380377304,0.371744635,0.747021355,0.573595173,0.637194593,0.607288845,0.71727033
183,0.573717095,0.467677789,0.463391716,0.454403695,0.60106903,0.480706279,0.789268556,0.729138279,0.586091342,0.662580623,0.461384223,0.590344856,0.580242463,0.576432583,0.613172338,0.534647473,0.48979444,0.573240329,0.645630484,0.504271854,0.49123765,0.531671796,0.414595492,0.487334085
184,0.483080461,0.579753655,0.475441627,0.557932523,0.689106425,0.544078347,0.403980031,0.484282136,0.607736768,0.617459803,0.534305252,0.578265593,0.418565692,0.58141366,0.638658768,0.473632831,0.716793567,0.449326165,0.560577317,0.480755558,0.511582622,0.526951606,0.443039092,0.581610853
185,0.573704624,0.51983808,0.470854006,0.489013983,0.47385664,0.602613734,0.541789059,0.587775491,0.648326978,0.634014745,0.691181412,0.641686462,0.557974633,0.615154208,0.381708263,0.505547,0.397450684,0.668802428,0.261296697,0.589300415,0.462456049,0.547130217,0.479528761,0.538824474
186,0.628667504,0.534913686,0.327697765,0.319530049,0.524114895,0.545146745,0.511387443,0.56323759,0.511018626,0.600275109,0.568087326,0.655740841,0.439098746,0.432498764,0.594761614,0.511374413,0.552398337,0.38533762,0.475547381,0.447283559,0.626578998,0.377590692,0.438063114,0.498185518
187,0.542451016,0.398327444,0.525875108,0.203199516,0.418544707,0.541996198,0.664237163,0.37985453,0.637624009,0.50164578,0.424117457,0.510935266,0.466695829,0.601114593,0.465054165,0.62827475,0.539576301,0.664619944,0.585025517,0.414265116,0.448312507,0.58352961,0.55947919,0.5689651
188,0.588294283,0.599096123,0.300717403,0.378404022,0.736876501,0.628284141,0.375757558,0.240257779,0.45698695,0.626298458,0.484328775,0.700649439,0.480208732,0.481926091,0.456068027,0.502426949,0.55824096,0.703998428,0.392250295,0.605630285,0.593831931,0.482890654,0.45430771,0.625078317
189,0.502143853,0.651880194,0.531900922,0.37788837,0.498542754,0.54555999,0.399127917,0.577051371,0.585099276,0.570011365,0.557397872,0.506494957,0.763789663,0.529597766,0.694564626,0.489869077,0.455007622,0.468124919,0.494557394,0.492274157,0.463977012,0.65312279,0.493988002,0.545253542
190,0.58418225,0.471494405,0.505945595,0.55622352,0.608190078,0.540680446,0.661794744,0.38756729,0.525738312,0.550199686,0.460315786,0.638383051,0.438133737,0.456876411,0.383985059,0.495980358,0.510592787,0.474379284,0.478276647,0.708371004,0.409015428,0.546487768,0.318901582,0.599659366
191,0.457735407,0.421028864,0.491352356,0.578535734,0.802705502,0.389709883,0.660985451,0.650309114,0.561515535,0.437555361,0.608087603,0.573930784,0.627344409,0.518455963,0.576905973,0.527919877,0.534926255,0.587207551,0.778066371,0.436447912,0.529515107,0.476627894,0.496568073,0.537558497
192,0.538094882,0.617527679,0.405513666,0.637487252,0.543952399,0.67165214,0.602558019,0.546933913,0.642095432,0.445452761,0.592802927,0.515965697,0.601720917,0.396738037,0.240794093,0.54221005,0.363380791,0.400064338,0.586763841,0.469549154,0.432530776,0.640148234,0.690230554,0.618575604
193,0.720913229,0.487194119,0.358420007,0.817418343,0.695046422,0.606590218,0.601481453,0.487597499,0.481494026,0.385778513,0.570597975,0.519392867,0.540938731,0.542417456,0.458892464,0.43700583,0.628070048,0.522785434,0.243801337,0.542073933,0.525887757,0.569295799,0.603292379,0.536990258
194,0.605642086,0.425371532,0.264129069,0.571863952,0.62517474,0.634094505,0.371196855,0.503374424,0.447571119,0.522251404,0.354124478,0.572647634,0.539928995,0.479210848,0.716609369,0.455112181,0.638582283,0.4083767,0.500028921,0.544548235,0.643217113,0.687823837,0.518155017,0.488574558
195,0.504320615,0.588054402,0.423706506,0.573789434,0.496223635,0.56708945,0.635181639,0.582543521,0.513576389,0.499807774,0.516863432,0.583868707,0.748347226,0.546104324,0.434920892,0.494735876,0.530759803,0.572087873,0.638166525,0.650147412,0.533897101,0.345131061,0.609075651,0.612776523
196,0.693418294,0.549789171,0.361042956,0.521339398,0.593162494,0.676363869,0.49155999,0.578724996,0.482895339,0.393658344,0.57930953,0.464988051,0.47843449,0.575643335,0.205062398,0.515063359,0.448936996,0.558312246,0.667700183,0.676860721,0.502391859,0.451567562,0.457912031,0.483377309
197,0.668215031,0.399360462,0.648888674,0.644707508,0.530035012,0.586917934,0.553497792,0.726226769,0.558341336,0.421963492,0.552709634,0.600990626,0.523577798,0.513145088,0.584931588,0.540847461,0.530754976,0.553897834,0.66129159,0.787951002,0.490426662,0.306386923,0.574764679,0.446403533
198,0.429985455,0.469658154,0.506585202,0.462087878,0.553722708,0.394602258,0.48793185,0.43982705,0.471082059,0.639945833,0.513587051,0.565064492,0.696177423,0.452848063,0.720162695,0.690663713,0.334413878,0.573713533,0.674651781,0.512968933,0.501779239,0.670826596,0.734533157,0.657345911
199,0.458181282,0.568658333,0.38124934,0.517989515,0.483348889,0.622470958,0.458062761,0.483869194,0.614299492,0.452028959,0.518870202,0.619327642,0.568017525,0.482190384,0.293822569,0.570059226,0.514700497,0.595547566,0.401939516,0.52415617,0.533271195,0.629091121,0.43684923,0.635425341
200,0.420809509,0.504310735,0.362618693,0.463783264,0.602888679,0.689923994,0.782859162,0.52729498,0.62589292,0.413974922,0.549342918,0.595714222,0.537457047,0.569792868,0.387150059,0.605968008,0.480843141,0.623825223,0.449038471,0.632494162,0.444072244,0.497837086,0.624533302,0.480623363
201,0.376453657,0.601687394,0.49027266,0.313162268,0.702084976,0.618032509,0.587276511,0.662582761,0.433629846,0.716172022,0.543909475,0.557056465,0.391687034,0.407476961,0.332799352,0.489185218,0.769190787,0.498803871,0.777823388,0.775450982,0.51075886,0.371193159,0.496419478,0.584246402
202,0.550656686,0.477869274,0.412768511,0.717280735,0.405914495,0.533103202,0.54595127,0.66708687,0.584168826,0.442932842,0.579134754,0.597634092,0.555953068,0.399514968,0.494866607,0.602026536,0.38136317,0.617786731,0.839355925,0.518081378,0.59467748,0.663200394,0.389820857,0.572469799
203,0.495077024,0.437513137,0.42996548,0.459600658,0.55530771,0.557594085,0.467048541,0.439506171,0.347478939,0.480575888,0.434407344,0.448449726,0.566028534,0.535012363,0.722776874,0.536807188,0.664592918,0.562080454,0.691700884,0.711163297,0.618973267,0.204368798,0.616861877,0.637989701
204,0.463680443,0.516974519,0.607756761,0.639018988,0.61426776,0.527403985,0.662136823,0.580714793,0.65519012,0.438588331,0.518749788,0.532918283,0.543889713,0.383335599,0.479679485,0.438468672,0.623864118,0.602346548,0.564837709,0.536470086,0.479065236,0.446021564,0.402861846,0.519026657
205,0.429341579,0.592207201,0.590758137,0.453910974,0.31034835,0.616475824,0.594182817,0.735871782,0.528693979,0.378552646,0.562647522,0.523270795,0.464954967,0.511390267,0.328550935,0.614742957,0.52170506,0.631900913,0.62506232,0.350238697,0.519545445,0.305674392,0.709654735,0.543810246
206,0.448365014,0.657970359,0.567723196,0.53384433,0.473415569,0.487316389,0.74562033,0.476795992,0.505226328,0.407047745,0.514604757,0.579694531,0.614682353,0.580848988,0.845269984,0.501413296,0.554916143,0.331740626,0.583423051,0.552112316,0.561278782,0.490783969,0.577522608,0.490655777
207,0.54037004,0.406636218,0.693395462,0.586113597,0.536778807,0.611945909,0.417004598,0.496338154,0.499160882,0.517506989,0.504501426,0.459083568,0.614515215,0.654185729,0.407570421,0.587360569,0.362184186,0.578113295,0.323831348,0.685211157,0.559449286,0.656783895,0.466299018,0.679051612
208,0.360336966,0.568665084,0.425329135,0.702489601,0.447540721,0.537727084,0.430164833,0.423996099,0.438261969,0.653252049,0.590945789,0.628947997,0.508831157,0.519569622,0.591357795,0.643037384,0.657655262,0.496348043,0.475715541,0.611858232,0.622601358,0.351353826,0.734311206,0.818770358
209,0.571225611,0.469549231,0.568433829,0.683221456,0.395143809,0.564306832,0.567858207,0.591585036,0.662698816,0.423976955,0.754365356,0.585480498,0.457836512,0.476148526,0.837998206,0.594015498,0.718648912,0.475961831,0.572804561,0.543905887,0.514235976,0.583748306,0.474745539,0.408285604
210,0.53668514,0.590060773,0.395845335,0.453287423,0.647596801,0.679360333,0.571479868,0.311967755,0.473945153,0.527683151,0.675887085,0.602831497,0.509207907,0.700595349,0.537948598,0.450491388,0.6720201,0.615785355,0.633836738,0.490182779,0.551767157,0.675445729,0.618330593,0.340314642
211,0.641069083,0.679423179,0.587954699,0.496222665,0.584124917,0.453970044,0.511074346,0.526482437,0.49726269,0.533409038,0.55342966,0.59869405,0.597934344,0.564585502,0.790978597,0.546932223,0.258040481,0.524724973,0.618643211,0.527733736,0.5280499,0.349581873,0.46221725,0.782945476
212,0.55283916,0.597584201,0.680923393,0.668205878,0.674212657,0.509740664,0.482818587,0.441459851,0.62067691,0.404722778,0.402675713,0.750087852,0.676524666,0.563613477,0.418022646,0.540263555,0.312288145,0.677895659,0.60506555,0.527745148,0.61345259,0.488518674,0.685301815,0.454252492
213,0.55283916,0.597584201,0.680923393,0.668205878,0.674212657,0.509740664,0.482818587,0.441459851,0.62067691,0.404722778,0.402675713,0.750087852,0.676524666,0.563613477,0.418022646,0.540263555,0.312288145,0.677895659,0.60506555,0.527745148,0.61345259,0.488518674,0.685301815,0.454252492
214,0.655948215,0.663807813,0.380107885,0.468222531,0.494669626,0.513815228,0.472084168,0.444108589,0.419361248,0.458763483,0.546026137,0.64379636,0.544601141,0.547997232,0.639654678,0.404005985,0.63271778,0.560847277,0.748155982,0.592936733,0.521492916,0.754378442,0.410174776,0.551681493
215,0.574361414,0.492468628,0.554848444,0.540638431,0.628861468,0.684923109,0.691267004,0.612773588,0.412952762,0.406246388,0.432517165,0.474530336,0.531246697,0.453920397,0.37035033,0.451331494,0.638107998,0.586040771,0.599902531,0.445687386,0.616373281,0.635438923,0.594362543,0.459177141
216,0.329207154,0.551573875,0.470559886,0.645769409,0.55229565,0.664242817,0.715422036,0.676102795,0.57120057,0.642566517,0.602792185,0.553780222,0.488580051,0.473807215,0.623409335,0.518684482,0.691321146,0.424947677,0.582290861,0.345868542,0.485827367,0.423249354,0.597464489,0.593631498
217,0.776235983,0.488293187,0.457463516,0.675640862,0.542085948,0.338797166,0.612252544,0.502411371,0.482599036,0.548233984,0.635212359,0.428833756,0.575475458,0.590511512,0.721541918,0.734398859,0.792920415,0.570037786,0.328241466,0.4817227,0.546036127,0.679336965,0.501988891,0.411494507
218,0.571186951,0.529977795,0.482905761,0.456370937,0.57025644,0.393496367,0.682242352,0.509711767,0.598130807,0.3885141,0.629625089,0.405131224,0.625472479,0.419884385,0.62433252,0.682304294,0.490656441,0.292875172,0.711875336,0.528373052,0.618557067,0.3941269,0.445540789,0.612662096
219,0.591281992,0.544175477,0.602737643,0.452989515,0.545399506,0.571489326,0.796460158,0.650359678,0.519434467,0.71338133,0.466442559,0.722711788,0.608724705,0.359148487,0.444604508,0.426629078,0.4100949,0.53592909,0.404400663,0.493682708,0.665174036,0.464421415,0.612983895,0.608600216
220,0.482697914,0.497725483,0.47778862,0.62428256,0.424725044,0.49495247,0.49848762,0.60563114,0.517697151,0.477412878,0.529518219,0.614044068,0.616326324,0.554887355,0.340659305,0.61524402,0.502891867,0.562407947,0.471247709,0.560919215,0.49832496,0.58448665,0.569977018,0.387537958
221,0.482697914,0.497725483,0.47778862,0.62428256,0.424725044,0.49495247,0.49848762,0.60563114,0.517697151,0.477412878,0.529518219,0.614044068,0.616326324,0.554887355,0.340659305,0.61524402,0.502891867,0.562407947,0.471247709,0.560919215,0.49832496,0.58448665,0.569977018,0.387537958
222,0.518352497,0.563235385,0.432230136,0.338648862,0.384092593,0.489031803,0.497121115,0.633246156,0.674419546,0.423010204,0.573135161,0.454145867,0.609576061,0.433102517,0.511399352,0.364220142,0.573099458,0.668121998,0.61533385,0.542187079,0.588194861,0.678653129,0.418373812,0.434462928
223,0.535770181,0.658552789,0.632872108,0.671731457,0.473897361,0.67621844,0.355191809,0.637705336,0.522776049,0.559185356,0.475775542,0.542718495,0.691088068,0.624092861,0.359636665,0.619042028,0.555850132,0.699774834,0.471619112,0.500086161,0.442966259,0.636642712,0.413760233,0.464180147
224,0.535770181,0.658552789,0.632872108,0.671731457,0.473897361,0.67621844,0.355191809,0.637705336,0.522776049,0.559185356,0.475775542,0.542718495,0.691088068,0.624092861,0.359636665,0.619042028,0.555850132,0.699774834,0.471619112,0.500086161,0.442966259,0.636642712,0.413760233,0.464180147
225,0.600021278,0.622532322,0.509210108,0.538757529,0.735782585,0.45853441,0.467800398,0.600904894,0.519400923,0.64084659,0.5125192,0.556385309,0.564924604,0.502285613,0.635193487,0.431048308,0.524032461,0.650245028,0.357059111,0.319997344,0.552457988,0.443427863,0.579783664,0.462993987
226,0.478314996,0.477234979,0.364651511,0.481690011,0.317493582,0.706347655,0.516563302,0.49979537,0.448708,0.363179008,0.653372282,0.535655622,0.625178613,0.572266569,0.876352849,0.483069454,0.603220339,0.557718683,0.458681755,0.540245721,0.520898563,0.481403751,0.666827755,0.475794558
227,0.521674728,0.590868309,0.672934407,0.583044055,0.463235258,0.375110453,0.411296633,0.503614293,0.566713995,0.525814435,0.476484174,0.535298972,0.507053866,0.415142274,0.698982095,0.772519436,0.543486423,0.678778672,0.537635876,0.401685255,0.508973429,0.592266806,0.552267505,0.238438281
228,0.435306108,0.374727545,0.588068286,0.456585699,0.687470277,0.450452406,0.499633939,0.623423525,0.487531995,0.358750752,0.495154049,0.495942079,0.460580339,0.394585252,0.625328062,0.619052379,0.684802065,0.546542489,0.472621493,0.584435573,0.588928312,0.539396973,0.477158192,0.499353911
229,0.572359863,0.727465308,0.380052036,0.435551071,0.441085621,0.605411746,0.494183339,0.509636621,0.636421894,0.645032994,0.58046966,0.620890531,0.514940375,0.577027467,0.306110825,0.557461248,0.473417687,0.540728129,0.658423471,0.450003264,0.347962273,0.435143397,0.695781123,0.651048067
230,0.512716916,0.704547379,0.623447424,0.610843002,0.446859635,0.358244016,0.503644301,0.381285324,0.430772031,0.565817654,0.53128391,0.453550399,0.678531603,0.594322539,0.647416025,0.425741733,0.556526644,0.40082904,0.593877841,0.418482115,0.572359634,0.56262709,0.467330923,0.569431514
231,0.65332514,0.458568908,0.60715226,0.67901437,0.62067022,0.272232142,0.559167008,0.573521405,0.605478467,0.652877133,0.476322368,0.617056379,0.539750981,0.601221614,0.279665045,0.608037021,0.699512365,0.317273605,0.264799781,0.703086293,0.428847361,0.63691786,0.539253584,0.484292986
232,0.559962435,0.733048779,0.691054288,0.632717643,0.272330942,0.539704492,0.715659202,0.683272634,0.521658254,0.331126488,0.616059071,0.501100633,0.423029188,0.488152829,0.528063176,0.511139948,0.42338563,0.516373732,0.453963654,0.453477971,0.503316237,0.53290611,0.446227981,0.51375729
233,0.588832838,0.517494728,0.600746104,0.432255042,0.468149787,0.555265944,0.839084161,0.519333857,0.492705419,0.527322075,0.450818033,0.659742239,0.568477857,0.536051123,0.612724249,0.628573162,0.486818508,0.629208031,0.846323063,0.594814141,0.51702316,0.330136363,0.639465758,0.645745483
234,0.555930855,0.578263013,0.578771586,0.757991442,0.476573917,0.411580945,0.525797488,0.433873232,0.50056522,0.552330717,0.596236888,0.629852908,0.608066604,0.596042741,0.43567198,0.560345946,0.800057153,0.402430635,0.576025372,0.299470431,0.349172741,0.488147969,0.539674471,0.576285628
235,0.590678835,0.583065498,0.502611061,0.555510884,0.503695349,0.56980244,0.499236475,0.440927582,0.577087132,0.445063357,0.477940415,0.670328719,0.443394644,0.460953611,0.606056189,0.522672635,0.240762676,0.495594245,0.726668346,0.700579914,0.538223712,0.451309221,0.465206228,0.490579166
236,0.49567795,0.702120259,0.499764813,0.391718702,0.439600643,0.492441594,0.380678756,0.473456331,0.456599919,0.619549411,0.512683702,0.504393652,0.623333066,0.637542692,0.345800797,0.526739039,0.426035582,0.535490433,0.621289719,0.594857548,0.534903171,0.400059013,0.452114472,0.723294195
237,0.328143179,0.538780054,0.559899466,0.589537594,0.487628057,0.638673392,0.501164258,0.517365054,0.5478246,0.640892746,0.648557719,0.647438856,0.444856758,0.687013965,0.394884851,0.635804687,0.468676041,0.425484588,0.888534582,0.723179933,0.447322673,0.43032095,0.454019319,0.59958755
238,0.49627564,0.471700092,0.638955832,0.297385042,0.377676017,0.549264386,0.363077573,0.58498391,0.650290002,0.482937098,0.545888788,0.48555151,0.558761219,0.587326888,0.513788687,0.667145264,0.584236614,0.554441183,0.532659691,0.495380578,0.493060527,0.606489749,0.637962847,0.343924919
239,0.599239781,0.449755538,0.70822853,0.342196842,0.574245247,0.569961013,0.521590966,0.432793444,0.613456267,0.445771257,0.487234612,0.626360625,0.527490373,0.588422407,0.461938679,0.555768114,0.484522695,0.591126333,0.48999561,0.671489435,0.438203199,0.496547442,0.528245015,0.592534393
240,0.475275944,0.482376263,0.53776053,0.577830299,0.315922674,0.535843059,0.376758977,0.428775926,0.65504278,0.525319361,0.629293211,0.719011662,0.571069821,0.478253104,0.588768918,0.637722312,0.721284223,0.563902146,0.259964922,0.449324258,0.59577341,0.6591023,0.529980361,0.553210901
241,0.398859244,0.614231313,0.538792528,0.217437322,0.477438855,0.46082095,0.734271556,0.491700376,0.539356037,0.523317254,0.594002428,0.613309952,0.420719941,0.605585773,0.660022008,0.551827538,0.431623888,0.420674517,0.43485643,0.544501101,0.48889317,0.54761064,0.460932507,0.482961507
242,0.585384277,0.388159866,0.649262622,0.666634965,0.54648142,0.452052263,0.683700181,0.490583784,0.53114112,0.620235865,0.398810115,0.767942234,0.653171284,0.606874756,0.349986704,0.531906859,0.810176612,0.529219201,0.149071118,0.634977419,0.539172063,0.65655658,0.532098391,0.57272122
243,0.565386782,0.523276295,0.317331846,0.5168935,0.352050347,0.480764076,0.648598922,0.627446697,0.448536663,0.358095735,0.500444497,0.574116916,0.521655368,0.561825961,0.572781519,0.634808409,0.554400063,0.699606373,0.635885158,0.684214781,0.45709114,0.643760713,0.500412104,0.471803511
244,0.421853108,0.562768069,0.474156414,0.623367953,0.419342747,0.431392784,0.554254995,0.552322414,0.584597236,0.490205021,0.566596361,0.534136741,0.616391396,0.567474093,0.2949109,0.628040747,0.382741682,0.561943279,0.479393098,0.584384108,0.41063719,0.518485661,0.714534516,0.59325657
245,0.7190468,0.666611824,0.591196831,0.362221932,0.479013525,0.579034534,0.721688069,0.706441832,0.61396997,0.474691045,0.527293891,0.515661217,0.462545041,0.55891583,0.202857049,0.442114139,0.578273028,0.769439176,0.335845871,0.556488688,0.452315142,0.563423345,0.341588048,0.432784045
246,0.569987726,0.606596793,0.760501098,0.415974061,0.443810768,0.545384904,0.481396274,0.397359541,0.555338279,0.488634454,0.429881096,0.455750343,0.384175338,0.36579648,0.656969718,0.687406063,0.408988325,0.50200474,0.575356297,0.577595583,0.590033036,0.612841609,0.614409382,0.398121585
247,0.567525595,0.610673564,0.689841533,0.457332278,0.491947897,0.734039043,0.627001737,0.547951162,0.481855557,0.406647655,0.433428721,0.682740656,0.620626132,0.57726178,0.362959024,0.774556804,0.346406426,0.568489619,0.307967445,0.694684487,0.534396128,0.759018251,0.383259602,0.647396122
248,0.588553628,0.591010801,0.497111063,0.627317983,0.690781251,0.452906549,0.509233077,0.615117801,0.597102258,0.39236634,0.505072172,0.612552412,0.545745686,0.450098613,0.531876695,0.628998408,0.459460353,0.372929127,0.638358185,0.543693789,0.588700611,0.561745931,0.491223451,0.603926407
249,0.512426233,0.567104874,0.747243893,0.543104472,0.702174698,0.343256354,0.573407335,0.559863444,0.664176033,0.570600561,0.498906167,0.410788843,0.646791408,0.502442421,0.37110272,0.662855725,0.654030927,0.565690402,0.271005836,0.716669081,0.576813679,0.407560458,0.385354542,0.641281979
250,0.485039799,0.461868725,0.547357359,0.51184817,0.506171503,0.508664358,0.544643433,0.643305137,0.617503057,0.636258602,0.452243466,0.500715122,0.448582843,0.618452548,0.747078206,0.549949892,0.397704831,0.689742987,0.669313794,0.663897715,0.562167875,0.540821012,0.416982852,0.413533731
251,0.580848734,0.453176146,0.677737466,0.51490517,0.394308621,0.702570804,0.512943733,0.617466517,0.616234192,0.595675169,0.523523504,0.529887636,0.718903594,0.484180187,0.58061611,0.503291874,0.361584097,0.481867575,0.452740097,0.517214397,0.439663022,0.477257796,0.510240429,0.581401435
252,0.597381842,0.505925828,0.811535982,0.668576467,0.532822211,0.545428121,0.398399046,0.536629186,0.649816093,0.760057561,0.735156911,0.522557973,0.507587193,0.522737084,0.541848871,0.635315201,0.558223425,0.417868732,0.716917245,0.566904095,0.425948356,0.536601169,0.44021482,0.423920105
253,0.630388058,0.45401182,0.603634105,0.636465588,0.635701667,0.419606697,0.470440092,0.511794875,0.62246547,0.649445757,0.444517775,0.559482021,0.437687675,0.456097213,0.732814868,0.531137034,0.488149716,0.644809859,0.908461952,0.550343701,0.498515739,0.547718392,0.431870032,0.358654009
254,0.752842101,0.48151024,0.526374523,0.465909815,0.491777838,0.457469066,0.502756386,0.485603078,0.387264322,0.578985296,0.65269898,0.424542737,0.482149543,0.560800945,0.326258297,0.52106315,0.753539902,0.566106968,0.532808507,0.651678177,0.469857295,0.654106354,0.524204002,0.789916319
255,0.475761582,0.582891268,0.460418467,0.349008401,0.696922037,0.711617552,0.833972853,0.657102126,0.705708225,0.518572263,0.492092939,0.496204966,0.467680019,0.381024593,0.573664855,0.479310666,0.531899904,0.417876057,0.548779154,0.492648253,0.633789823,0.275002462,0.552196113,0.505889332
256,0.524798247,0.514161888,0.585016278,0.345826315,0.655973153,0.541734074,0.560058041,0.395530283,0.497682193,0.571322407,0.517895901,0.587808116,0.487734672,0.447602903,0.504955365,0.639180355,0.439302595,0.488916424,0.572892853,0.51873513,0.602752924,0.438621254,0.575463432,0.628161168
257,0.484232655,0.494155355,0.479475985,0.595085466,0.384882034,0.500376629,0.495013647,0.580611132,0.640708982,0.534034383,0.524585313,0.360259236,0.665793446,0.457128502,0.588635886,0.616440817,0.611459603,0.409433859,0.567438893,0.587488576,0.685669882,0.42149239,0.503663124,0.39174905
258,0.401761987,0.489839666,0.670632669,0.549021261,0.383965279,0.671822972,0.366522939,0.518501974,0.501912405,0.698511995,0.438284466,0.593022003,0.570274557,0.517468481,0.303068789,0.507892608,0.665635351,0.441191141,0.477219398,0.362562535,0.676767344,0.310717554,0.473613808,0.763114657
259,0.565518311,0.473932978,0.568321858,0.663583463,0.501050211,0.744339219,0.413734803,0.480947949,0.722745975,0.49426275,0.518433629,0.621726867,0.542876248,0.498792314,0.569169148,0.453308792,0.582799834,0.557747464,0.563509808,0.681604758,0.672920542,0.377700593,0.431323079,0.520364074
260,0.468976153,0.520633551,0.673038551,0.435723718,0.594313673,0.40057373,0.625363785,0.690844199,0.584252498,0.617314501,0.424813012,0.653107422,0.289565475,0.401719584,0.593007657,0.326489663,0.607715388,0.487836535,0.342136079,0.513566601,0.464956838,0.619041619,0.509534155,0.400883524
261,0.743337247,0.480254842,0.523856421,0.323422067,0.469426473,0.448740256,0.498643195,0.599970682,0.522532968,0.456530078,0.310427293,0.659064373,0.420913752,0.522682282,0.71965848,0.570180595,0.386906797,0.464316068,0.31049059,0.420750398,0.508718787,0.717433069,0.425447593,0.528734362
