Code,NewQuad,Species,Present
B2UL,25,Carya ovata,1
B2UL,25,Rhamnus alnifolia,1
B2UL,26,Carpinus caroliniana,1
B2UL,26,Fraxinus americana,1
B2UL,27,Acer saccharum,1
B2UL,27,Acer saccharum,1
B2UL,27,Betula alleghaniensis,1
B2UL,27,Prunus virginiana,1
B2UL,27,Prunus virginiana,1
B2UL,28,Prunus virginiana,1
B2UL,28,Prunus virginiana,1
B2UL,28,Prunus virginiana,1
B2UL,28,Prunus virginiana,1
B2UL,28,Prunus virginiana,1
B2UL,29,Quercus rubra,1
B2UL,29,Quercus rubra,1
B2UL,29,Prunus virginiana,1
B2UL,29,Quercus rubra,1
B2UL,31,Prunus virginiana,1
B2UL,32,Quercus alba,1
B2UL,32,Prunus virginiana,1
B2UL,32,Rhamnus alnifolia,1
B2UL,32,Carpinus caroliniana,1
B2UL,33,Cornus sericea,1
B2UL,33,Carpinus caroliniana,1
B2UL,33,Cornus sericea,1
B2UL,33,Carpinus caroliniana,1
B2UL,34,Quercus alba,1
B2UL,34,Acer saccharum,1
B2UL,34,Prunus virginiana,1
B2UL,34,Acer saccharum,1
B2UL,36,Prunus virginiana,1
B2UL,36,Prunus virginiana,1
B2UL,37,Acer saccharum,1
B2UL,37,Acer saccharum,1
B2UL,38,Quercus alba,1
B2UL,38,Prunus virginiana,1
B2UL,38,Prunus virginiana,1
B2UL,38,Prunus virginiana,1
B2UL,38,Fraxinus americana,1
B2UL,39,Quercus macrocarpa,1
B2UL,40,Prunus virginiana,1
B2UL,40,Prunus virginiana,1
B2UL,40,Quercus rubra,1
B2UL,40,Carpinus caroliniana,1
B2UL,40,Acer saccharum,1
B2UL,40,Carpinus caroliniana,1
B2UL,41,Fraxinus americana,1
B2UL,41,Prunus virginiana,1
B2UL,41,Prunus virginiana,1
B2UL,42,Acer saccharum,1
B2UL,45,Tilia americana,1
B2UL,45,Tilia americana,1
B2UL,46,Fraxinus americana,1
B2UL,46,Acer saccharum,1
B2UL,46,Carya cordiformis,1
B2UL,46,Fraxinus americana,1
B2UL,48,Carya ovata,1
B2UL,48,Fraxinus nigra,1
B2UL,48,Prunus virginiana,1
B2UL,49,Acer saccharum,1
B2UL,49,Quercus rubra,1
B2UL,50,Carpinus caroliniana,1
B2UL,50,Fraxinus americana,1
B2UL,51,Fraxinus americana,1
B2UL,51,Carpinus caroliniana,1
B2UL,51,Fraxinus nigra,1
B2UL,52,Rhamnus alnifolia,1
B2UL,53,Carpinus caroliniana,1
B2UL,53,Carpinus caroliniana,1
B2UL,58,Carpinus caroliniana,1
B2UL,59,Carpinus caroliniana,1
B2UL,61,Fraxinus americana,1
B2UL,63,Quercus macrocarpa,1
B2UL,65,Fraxinus nigra,1
B2UL,65,Quercus macrocarpa,1
B2UL,65,Quercus macrocarpa,1
B2UL,66,Quercus macrocarpa,1
B2UL,66,Quercus macrocarpa,1
B2UL,66,Cornus obliqua,1
B2UL,67,Ribes rubrum,1
B2UL,68,Rhamnus alnifolia,1
B2UL,68,Ribes rubrum,1
B2UL,69,Fraxinus americana,1
B2UL,70,Viburnum lentago,1
I1GH,1,Amphicarpaea bracteata,1
I1GH,1,Bidens frondosa,1
I1GH,1,Eupatorium purpureum,1
I1GH,1,Glyceria borealis,1
I1GH,1,Lysimachia nummularia,1
I1GH,1,Onoclea sensibilis,1
I1GH,1,Prunella vulgaris,1
I1GH,1,Scirpus polyphyllus,1
I1GH,1,Symphyotrichum dumosum,1
I1GH,2,Alliaria petiolata,1
I1GH,2,Amphicarpaea bracteata,1
I1GH,2,Bidens frondosa,1
I1GH,2,Fragaria vesca,1
I1GH,2,Galium triflorum,1
I1GH,2,Glyceria borealis,1
I1GH,2,Halenia deflexa,1
I1GH,2,Halenia deflexa,1
I1GH,2,Impatiens capensis,1
I1GH,2,Leersia oryzoides,1
I1GH,2,Lysimachia nummularia,1
I1GH,2,Onoclea sensibilis,1
I1GH,2,Polygonum virginianum,1
I1GH,2,Scirpus polyphyllus,1
I1GH,3,Bidens frondosa,1
I1GH,3,Fragaria vesca,1
I1GH,3,Galium triflorum,1
I1GH,3,Glyceria borealis,1
I1GH,3,Onoclea sensibilis,1
I1GH,3,Parthenocissus quinquefolia,1
I1GH,3,Symphyotrichum dumosum,1
I1GH,4,Amphicarpaea bracteata,1
I1GH,4,Bidens connata,1
I1GH,4,Bidens frondosa,1
I1GH,4,Eupatorium purpureum,1
I1GH,4,Leersia oryzoides,1
I1GH,4,Lysimachia nummularia,1
I1GH,4,Onoclea sensibilis,1
I1GH,4,Pilea pumila,1
I1GH,4,Potentilla simplex,1
I1GH,4,Scirpus polyphyllus,1
I1GH,5,Bidens frondosa,1
I1GH,5,Glyceria borealis,1
I1GH,5,Lysimachia nummularia,1
I1GH,5,Onoclea sensibilis,1
I1GH,5,Scutellaria lateriflora,1
I1GH,6,Alliaria petiolata,1
I1GH,6,Bidens frondosa,1
I1GH,6,Galium palustre,1
I1GH,6,Leersia oryzoides,1
I1GH,6,Lysimachia nummularia,1
I1GH,6,Onoclea sensibilis,1
I1GH,6,Pilea pumila,1
I1GH,6,SP34,1
I1GH,6,SP35,1
I1GH,7,Athyrium filix-femina var. angustum,1
I1GH,7,Bidens frondosa,1
I1GH,7,galium boreale,1
I1GH,7,Galium triflorum,1
I1GH,7,Leersia oryzoides,1
I1GH,7,Onoclea sensibilis,1
I1GH,7,SP35,1
I1GH,7,Symphyotrichum dumosum,1
I1GH,8,Amphicarpaea bracteata,1
I1GH,8,Bidens frondosa,1
I1GH,8,Fragaria vesca,1
I1GH,8,Galium palustre,1
I1GH,8,Leersia oryzoides,1
I1GH,8,Lysimachia nummularia,1
I1GH,8,Pilea pumila,1
I1GH,8,Rubus pubescens,1
I1GH,8,Symphyotrichum dumosum,1
I1GH,8,Toxicodendron radicans,1
I1GH,9,Bidens frondosa,1
I1GH,9,Fragaria vesca,1
I1GH,9,Hydrocotyle americana,1
I1GH,9,Leersia oryzoides,1
I1GH,9,Pilea pumila,1
I1GH,9,Potentilla simplex,1
I1GH,9,Rubus pubescens,1
I1GH,9,SP38,1
I1GH,10,Hydrocotyle americana,1
I1GH,10,Leersia oryzoides,1
I1GH,10,Onoclea sensibilis,1
I1GH,10,Potentilla simplex,1
I1GH,10,Rubus pubescens,1
I1GH,10,Symphyotrichum dumosum,1
I1GH,11,Amphicarpaea bracteata,1
I1GH,11,Bidens frondosa,1
I1GH,11,Glyceria borealis,1
I1GH,11,Hydrocotyle americana,1
I1GH,11,Potentilla simplex,1
I1GH,11,Rubus pubescens,1
I1GH,11,Symphyotrichum dumosum,1
I1GH,12,Amphicarpaea bracteata,1
I1GH,12,Fragaria vesca,1
I1GH,12,Galium palustre,1
I1GH,12,Hydrocotyle americana,1
I1GH,12,Leersia oryzoides,1
I1GH,12,Parthenocissus quinquefolia,1
I1GH,12,Rubus pubescens,1
I1GH,12,SP35,1
I1GH,13,Athyrium filix-femina var. angustum,1
I1GH,13,Bidens frondosa,1
I1GH,13,Fragaria vesca,1
I1GH,13,Galium triflorum,1
I1GH,13,Hydrocotyle americana,1
I1GH,13,Parthenocissus quinquefolia,1
I1GH,13,Scirpus polyphyllus,1
I1GH,13,SP35,1
I1GH,14,Amphicarpaea bracteata,1
I1GH,14,Fragaria vesca,1
I1GH,14,Galium aparine,1
I1GH,14,Glyceria borealis,1
I1GH,14,Hydrocotyle americana,1
I1GH,14,Lysimachia ciliatia,1
I1GH,14,Parthenocissus quinquefolia,1
I1GH,14,Rubus pubescens,1
I1GH,14,SP35,1
I1GH,14,Symphyotrichum dumosum,1
I1GH,15,Agrimonia gryposepala,1
I1GH,15,Bidens frondosa,1
I1GH,15,Galium triflorum,1
I1GH,15,Glyceria borealis,1
I1GH,15,Hydrocotyle americana,1
I1GH,15,Onoclea sensibilis,1
I1GH,15,Parthenocissus quinquefolia,1
I1GH,15,Prunella vulgaris,1
I1GH,15,Rubus pubescens,1
I1GH,15,Symphyotrichum dumosum,1
I1GH,16,Amphicarpaea bracteata,1
I1GH,16,Bidens frondosa,1
I1GH,16,Galium palustre,1
I1GH,16,Onoclea sensibilis,1
I1GH,16,Parthenocissus quinquefolia,1
I1GH,16,Thalictrum thalictroides,1
I1GH,17,Amphicarpaea bracteata,1
I1GH,17,Anemone canadensis,1
I1GH,17,Galium palustre,1
I1GH,17,Prunella vulgaris,1
I1GH,17,Symphyotrichum dumosum,1
I1GH,18,Galium aparine,1
I1GH,18,Glyceria borealis,1
I1GH,18,Hydrocotyle americana,1
I1GH,19,Anemone canadensis,1
I1GH,19,Bidens frondosa,1
I1GH,19,Hydrocotyle americana,1
I1GH,19,Impatiens capensis,1
I1GH,19,Leersia oryzoides,1
I1GH,19,Onoclea sensibilis,1
I1GH,19,Polygonum sagittatum,1
I1GH,19,Prunella vulgaris,1
I1GH,19,Scirpus polyphyllus,1
I1GH,19,Symphyotrichum dumosum,1
I1GH,19,Trifolium pratense,1
I1GH,20,Bidens frondosa,1
I1GH,20,Clematis virginiana,1
I1GH,20,Galium palustre,1
I1GH,20,Hydrocotyle americana,1
I1GH,20,Impatiens capensis,1
I1GH,20,Onoclea sensibilis,1
I1GH,20,Polygonum sagittatum,1
I1GH,20,Populus tremuloides,1
I1GH,23,Tilia americana,1
I1GH,23,Rosa multiflora,1
I1GH,24,Berberis thunbergii,1
I1GH,24,Rosa multiflora,1
I1GH,26,Populus tremuloides,1
I1GH,26,Berberis thunbergii,1
I1GH,28,Cornus obliqua,1
I1GH,32,Rosa multiflora,1
I1GH,32,Ulmus rubra,1
I1GH,32,Rosa multiflora,1
I1GH,32,Rosa multiflora,1
I1GH,33,Rosa multiflora,1
I1GH,33,Rosa multiflora,1
I1GH,35,Rhamnus cathartica,1
I1GH,36,Ulmus rubra,1
I1GH,37,Cornus sericea,1
I1GH,37,Acer rubrum,1
I1GH,37,Cornus sericea,1
I1GH,38,Cornus sericea,1
I1GH,38,Cornus sericea,1
I1GH,39,Cornus sericea,1
I1GH,39,Cornus sericea,1
I1GH,39,Rosa multiflora,1
I1GH,40,Populus tremuloides,1
I1GH,40,Populus tremuloides,1
I1GH,41,Populus tremuloides,1
I1GH,41,Cornus sericea,1
I1GH,41,Viburnum recognitum,1
I1GH,42,Quercus alba,1
I1GH,43,Rosa multiflora,1
I1GH,43,Rosa multiflora,1
I1GH,43,Rosa multiflora,1
I1GH,45,Ulmus rubra,1
I1GH,45,Acer rubrum,1
I1GH,46,Cornus sericea,1
I1GH,46,Cornus sericea,1
I1GH,46,Berberis thunbergii,1
I1GH,47,Cornus sericea,1
I1GH,47,Rosa multiflora,1
I1GH,47,Cornus sericea,1
I1GH,48,Rosa multiflora,1
I1GH,48,Rosa multiflora,1
I1GH,49,Rosa multiflora,1
I1GH,49,Berberis thunbergii,1
I1GH,49,Rosa multiflora,1
I1GH,49,Rosa multiflora,1
I1GH,50,Populus tremuloides,1
I1GH,50,Populus tremuloides,1
I1GH,51,Tilia americana,1
I1GH,51,Berberis thunbergii,1
I1GH,52,Fraxinus americana,1
I1GH,53,Cornus obliqua,1
I1GH,53,Cornus obliqua,1
I1GH,53,Cornus obliqua,1
I1GH,53,Cornus obliqua,1
I1GH,54,Cornus obliqua,1
I1GH,54,Cornus obliqua,1
I1GH,54,Cornus sericea,1
I1GH,55,Cornus sericea,1
I1GH,57,Cephalanthus occidentalis,1
I1GH,57,Rosa multiflora,1
I1GH,#VALUE!,Rosa multiflora,1
I1GL,20,Lycopus uniflorus,1
I1GL,19,Fragaria vesca,1
I1GL,19,Geum laciniatum,1
I1GL,19,Leersia oryzoides,1
I1GL,19,Lycopus uniflorus,1
I1GL,19,Lysimachia nummularia,1
I1GL,18,Amphicarpaea bracteata,1
I1GL,18,Galium palustre,1
I1GL,18,Impatiens capensis,1
I1GL,18,Leersia oryzoides,1
I1GL,18,Lycopus uniflorus,1
I1GL,18,Onoclea sensibilis,1
I1GL,18,Prunella vulgaris,1
I1GL,17,Galium palustre,1
I1GL,17,Lycopus uniflorus,1
I1GL,17,Lysimachia nummularia,1
I1GL,17,Onoclea sensibilis,1
I1GL,16,Leersia oryzoides,1
I1GL,15,Impatiens capensis,1
I1GL,15,Lactuca canadensis,1
I1GL,14,Fragaria vesca,1
I1GL,13,Fragaria vesca,1
I1GL,13,Leersia oryzoides,1
I1GL,13,Prunella vulgaris,1
I1GL,13,Scirpus polyphyllus,1
I1GL,12,Lactuca canadensis,1
I1GL,12,Leersia oryzoides,1
I1GL,12,Lysimachia nummularia,1
I1GL,12,Prunella vulgaris,1
I1GL,12,Ranunculus recurvatus,1
I1GL,12,SP27,1
I1GL,12,Viola fimbriatula,1
I1GL,11,Fragaria vesca,1
I1GL,11,Leersia oryzoides,1
I1GL,11,Lycopus uniflorus,1
I1GL,11,Scirpus polyphyllus,1
I1GL,11,Symphyotrichum dumosum,1
I1GL,11,Viola fimbriatula,1
I1GL,10,Leersia oryzoides,1
I1GL,10,Lycopus uniflorus,1
I1GL,10,Lysimachia nummularia,1
I1GL,9,Leersia oryzoides,1
I1GL,9,Lycopus uniflorus,1
I1GL,9,Lysimachia nummularia,1
I1GL,9,Scirpus polyphyllus,1
I1GL,8,Lysimachia nummularia,1
I1GL,8,SP29,1
I1GL,7,Galium aparine,1
I1GL,7,Leersia oryzoides,1
I1GL,7,Lysimachia nummularia,1
I1GL,7,Prunella vulgaris,1
I1GL,7,Viola fimbriatula,1
I1GL,6,Leersia oryzoides,1
I1GL,6,Lysimachia nummularia,1
I1GL,6,SP29,1
I1GL,5,Leersia oryzoides,1
I1GL,5,Lycopus uniflorus,1
I1GL,5,Lysimachia nummularia,1
I1GL,4,Fragaria vesca,1
I1GL,4,Leersia oryzoides,1
I1GL,4,Lysimachia nummularia,1
I1GL,4,Polygonum virginianum,1
I1GL,3,Bidens frondosa,1
I1GL,3,Leersia oryzoides,1
I1GL,3,Lysimachia nummularia,1
I1GL,3,Pilea pumila,1
I1GL,3,SP29,1
I1GL,2,Leersia oryzoides,1
I1GL,2,Lysimachia nummularia,1
I1GL,1,Leersia oryzoides,1
I1GL,1,Lysimachia nummularia,1
I1GL,1,Onoclea sensibilis,1
I1GL,1,Polygonum sagittatum,1
I1GL,1,SP29,1
I1GL,22,Acer spicatum,1
I1GL,22,Fraxinus americana,1
I1GL,24,Berberis thunbergii,1
I1GL,25,Ulmus rubra,1
I1GL,26,Ulmus rubra,1
I1GL,27,Ulmus rubra,1
I1GL,31,Fraxinus americana,1
I1GL,31,Fraxinus americana,1
I1GL,33,Rhamnus cathartica,1
I1GL,36,Prunus virginiana,1
I1GL,38,Prunus virginiana,1
I1GL,38,Quercus rubra,1
I1GL,40,Euonymus alatus,1
I1GL,46,Rosa multiflora,1
I1GL,47,Populus tremuloides,1
I1GL,48,Euonymus alatus,1
I1GL,49,SP23,1
I1UH,1,Amphicarpaea bracteata,1
I1UH,1,Anemone canadensis,1
I1UH,1,Galium triflorum,1
I1UH,1,Hydrocotyle americana,1
I1UH,1,Lycopus uniflorus,1
I1UH,1,Lysimachia ciliatia,1
I1UH,1,Lysimachia nummularia,1
I1UH,1,Polygonum virginianum,1
I1UH,1,Potentilla simplex,1
I1UH,1,Symphyotrichum dumosum,1
I1UH,2,Amphicarpaea bracteata,1
I1UH,2,Boehmeria cylindrica,1
I1UH,2,Fragaria vesca,1
I1UH,2,Hydrocotyle americana,1
I1UH,2,Leersia oryzoides,1
I1UH,2,Lysimachia nummularia,1
I1UH,2,Onoclea sensibilis,1
I1UH,2,Polygonum virginianum,1
I1UH,2,Prunella vulgaris,1
I1UH,2,Scirpus polyphyllus,1
I1UH,3,Amphicarpaea bracteata,1
I1UH,3,Galium palustre,1
I1UH,3,Hydrocotyle americana,1
I1UH,3,Leersia oryzoides,1
I1UH,3,Lysimachia nummularia,1
I1UH,3,Onoclea sensibilis,1
I1UH,3,Parthenocissus quinquefolia,1
I1UH,3,Polygonum sagittatum,1
I1UH,3,Polygonum virginianum,1
I1UH,4,Lysimachia ciliatia,1
I1UH,4,Lysimachia nummularia,1
I1UH,4,Lythrum salicaria,1
I1UH,4,Onoclea sensibilis,1
I1UH,4,Scirpus polyphyllus,1
I1UH,4,Symphyotrichum dumosum,1
I1UH,5,Clematis virginiana,1
I1UH,5,Galium aparine,1
I1UH,5,Lysimachia nummularia,1
I1UH,5,Polygonum virginianum,1
I1UH,5,Solidago gigantea,1
I1UH,5,Symphyotrichum dumosum,1
I1UH,5,Toxicodendron radicans,1
I1UH,6,Amphicarpaea bracteata,1
I1UH,6,Galium triflorum,1
I1UH,6,Lysimachia nummularia,1
I1UH,6,Polygonum virginianum,1
I1UH,6,Prunella vulgaris,1
I1UH,6,Solidago gigantea,1
I1UH,7,Clematis virginiana,1
I1UH,7,Fragaria vesca,1
I1UH,7,Lysimachia nummularia,1
I1UH,7,Potentilla simplex,1
I1UH,7,Solidago gigantea,1
I1UH,7,Symphyotrichum dumosum,1
I1UH,8,Scirpus polyphyllus,1
I1UH,8,SP40,1
I1UH,8,Toxicodendron radicans,1
I1UH,10,Mitchella repens,1
I1UH,10,Potentilla simplex,1
I1UH,10,Symphyotrichum dumosum,1
I1UH,11,Mitchella repens,1
I1UH,11,Rubus pubescens,1
I1UH,12,Lysimachia nummularia,1
I1UH,12,Parthenocissus quinquefolia,1
I1UH,12,Potentilla simplex,1
I1UH,13,Lysimachia nummularia,1
I1UH,13,Potentilla simplex,1
I1UH,13,Symphyotrichum dumosum,1
I1UH,14,Lysimachia nummularia,1
I1UH,14,Potentilla simplex,1
I1UH,14,Toxicodendron radicans,1
I1UH,15,Lysimachia nummularia,1
I1UH,15,Parthenocissus quinquefolia,1
I1UH,17,Fragaria vesca,1
I1UH,18,Mitchella repens,1
I1UH,18,Potentilla simplex,1
I1UH,19,Fragaria vesca,1
I1UH,19,Polygonum virginianum,1
I1UH,19,Scutellaria lateriflora,1
I1UH,20,Parthenocissus quinquefolia,1
I1UH,20,Rubus pubescens,1
I1UH,20,Toxicodendron radicans,1
I1UH,22,Cornus sericea,1
I1UH,23,Cornus sericea,1
I1UH,26,Rosa multiflora,1
I1UH,27,Rosa multiflora,1
I1UH,28,Acer rubrum,1
I1UH,29,Acer rubrum,1
I1UH,29,Acer rubrum,1
I1UH,29,Rosa multiflora,1
I1UH,29,Rosa multiflora,1
I1UH,30,Rosa multiflora,1
I1UH,32,Rosa multiflora,1
I1UH,35,Salix lucida,1
I1UH,36,Cornus obliqua,1
I1UH,36,Rosa multiflora,1
I1UH,39,Fraxinus americana,1
I1UH,39,Acer rubrum,1
I1UH,39,Fraxinus americana,1
I1UH,39,Fraxinus americana,1
I1UH,41,Fraxinus americana,1
I1UH,41,Rosa multiflora,1
I1UH,41,Fraxinus americana,1
I1UH,41,Fraxinus americana,1
I1UH,41,Fraxinus americana,1
I1UH,41,Fraxinus americana,1
I1UH,41,Fraxinus americana,1
I1UH,42,Fraxinus americana,1
I1UH,42,Ulmus rubra,1
I1UH,42,Ulmus rubra,1
I1UH,42,Ulmus rubra,1
I1UH,42,Ulmus rubra,1
I1UH,42,Quercus rubra,1
I1UH,43,Fraxinus americana,1
I1UH,43,Quercus rubra,1
I1UH,43,Fraxinus americana,1
I1UH,44,Cornus sericea,1
I1UH,44,Fraxinus americana,1
I1UH,45,Euonymus alatus,1
I1UH,45,Fraxinus americana,1
I1UH,45,Fraxinus americana,1
I1UH,45,Fraxinus americana,1
I1UH,46,Fraxinus americana,1
I1UH,46,Fraxinus americana,1
I1UH,46,Fraxinus americana,1
I1UH,46,Acer saccharum,1
I1UH,46,Fraxinus americana,1
I1UH,47,Fraxinus americana,1
I1UH,47,Prunus serotina,1
I1UH,47,Prunus serotina,1
I1UH,47,Fraxinus americana,1
I1UH,47,Fraxinus americana,1
I1UH,48,Fraxinus americana,1
I1UH,48,Acer saccharum,1
I1UH,49,Quercus alba,1
I1UH,49,Crataegus sp.,1
I1UH,49,Fraxinus americana,1
I1UH,50,Fraxinus americana,1
I1UH,50,Fraxinus americana,1
I1UH,50,Quercus alba,1
I1UH,50,Fraxinus americana,1
I1UH,51,Fraxinus americana,1
I1UH,51,Carya ovata,1
I1UH,51,Fraxinus americana,1
I1UH,51,Fraxinus americana,1
I1UH,52,Rhamnus cathartica,1
I1UH,52,Rhamnus cathartica,1
I1UH,52,Ulmus rubra,1
I1UH,52,Ulmus rubra,1
I1UH,52,Fraxinus americana,1
I1UH,52,Rhamnus cathartica,1
I1UH,52,Fraxinus americana,1
I1UH,52,Rosa multiflora,1
I1UH,53,Fraxinus americana,1
I1UH,53,Rosa multiflora,1
I1UH,53,Fraxinus americana,1
I1UH,53,Rhamnus cathartica,1
I1UH,53,Fraxinus americana,1
I1UH,53,Rhamnus cathartica,1
I1UH,54,Fraxinus americana,1
I1UH,54,Carya ovata,1
I1UH,54,Fraxinus americana,1
I1UH,54,SP39,1
I1UH,55,Fraxinus americana,1
I1UH,55,Quercus alba,1
I1UH,55,Rhamnus cathartica,1
I1UH,55,Rhamnus cathartica,1
I1UH,55,Fraxinus americana,1
I1UH,55,Rhamnus cathartica,1
I1UH,55,Ulmus rubra,1
I1UH,56,Quercus alba,1
I1UH,56,Fraxinus americana,1
I1UH,56,Fraxinus americana,1
I1UH,56,Quercus alba,1
I1UH,57,Rhamnus cathartica,1
I1UH,57,Populus tremuloides,1
I1UH,57,Rhamnus cathartica,1
I1UH,58,Fraxinus americana,1
I1UH,58,Acer rubrum,1
I1UH,58,Fraxinus americana,1
I1UH,58,Rhamnus cathartica,1
I1UH,58,Rhamnus cathartica,1
I1UH,58,Rhamnus cathartica,1
I1UH,58,Rhamnus cathartica,1
I1UH,58,Carya ovata,1
I1UH,59,Acer platanoides,1
I1UH,59,Carya ovata,1
I1UH,60,Carya ovata,1
I1UH,60,Fraxinus americana,1
I1UH,60,Berberis thunbergii,1
I1UH,60,Quercus alba,1
I1UH,61,Rosa multiflora,1
I1UH,61,Cornus sericea,1
I1UH,61,Cornus sericea,1
I1UH,61,Fraxinus americana,1
I1UH,61,Carya ovata,1
I1UH,61,Fraxinus americana,1
I1UH,62,Fraxinus americana,1
I1UH,62,Acer rubrum,1
I1UH,62,Quercus alba,1
I1UH,65,Quercus alba,1
I1UH,65,Carya ovata,1
I1UH,65,Quercus alba,1
I1UH,65,Quercus alba,1
I1UH,66,Acer rubrum,1
I1UH,66,Carya ovata,1
I1UH,67,Fraxinus americana,1
I1UH,67,Fraxinus americana,1
I1UH,67,Rhamnus cathartica,1
I1UH,67,Quercus alba,1
I1UH,68,Carya ovata,1
I1UH,68,Fraxinus americana,1
I1UH,69,Rhamnus cathartica,1
I1UH,70,Fraxinus americana,1
I1UH,70,Carya ovata,1
I1UH,70,Carya ovata,1
I1UH,71,Prunus serotina,1
I1UH,71,Pinus strobus,1
I1UH,71,Quercus alba,1
I1UH,71,Rhamnus cathartica,1
I1UH,72,Rhamnus cathartica,1
I1UH,73,Rhamnus cathartica,1
I1UH,73,Acer saccharum,1
I1UH,74,Fraxinus americana,1
I1UH,75,Rosa multiflora,1
I1UH,75,Pinus strobus,1
I1UH,75,Euonymus alatus,1
I1UH,75,Rhamnus cathartica,1
I1UH,75,Rhamnus cathartica,1
I1UH,75,Rhamnus cathartica,1
I1UH,76,Cornus sericea,1
I1UH,76,Acer saccharum,1
I1UH,76,Populus tremuloides,1
I1UH,76,Fagus grandifolia,1
I1UL,2,Arisaema triphyllum,1
I1UL,3,Mitchella repens,1
I1UL,4,Fragaria vesca,1
I1UL,4,Potentilla simplex,1
I1UL,4,Rubus hispidus,1
I1UL,4,Scirpus polyphyllus,1
I1UL,4,Symphyotrichum dumosum,1
I1UL,5,Amphicarpaea bracteata,1
I1UL,5,Potentilla simplex,1
I1UL,6,Dryopteris camyloptera,1
I1UL,7,Dryopteris camyloptera,1
I1UL,7,Marrubium vulgare,1
I1UL,8,Lysimachia nummularia,1
I1UL,8,Potentilla simplex,1
I1UL,9,Amphicarpaea bracteata,1
I1UL,9,Dryopteris camyloptera,1
I1UL,9,Fragaria vesca,1
I1UL,9,Potentilla simplex,1
I1UL,9,Scirpus polyphyllus,1
I1UL,10,Anemone canadensis,1
I1UL,10,Lysimachia nummularia,1
I1UL,10,Potentilla simplex,1
I1UL,11,Parthenocissus quinquefolia,1
I1UL,12,Fragaria vesca,1
I1UL,12,Parthenocissus quinquefolia,1
I1UL,13,Amphicarpaea bracteata,1
I1UL,13,Fragaria vesca,1
I1UL,13,Rubus hispidus,1
I1UL,13,Symphyotrichum dumosum,1
I1UL,14,Symphyotrichum dumosum,1
I1UL,15,Marrubium vulgare,1
I1UL,22,Cornus sericea,1
I1UL,22,Cornus sericea,1
I1UL,22,Cornus sericea,1
I1UL,22,Euonymus alatus,1
I1UL,23,Cornus sericea,1
I1UL,24,Prunus virginiana,1
I1UL,24,Tsuga canadensis,1
I1UL,24,Tilia americana,1
I1UL,24,Cornus sericea,1
I1UL,25,Cornus sericea,1
I1UL,27,Betula populifolia,1
I1UL,28,Rhamnus cathartica,1
I1UL,28,Fraxinus americana,1
I1UL,29,Fraxinus americana,1
I1UL,29,Quercus alba,1
I1UL,29,Fraxinus americana,1
I1UL,29,Quercus alba,1
I1UL,30,Tsuga canadensis,1
I1UL,31,Tsuga canadensis,1
I1UL,32,Ulmus rubra,1
I1UL,34,Fraxinus americana,1
I1UL,35,Tilia americana,1
I1UL,35,Tilia americana,1
I1UL,35,Prunus virginiana,1
I1UL,36,Amelanchier arborea,1
I1UL,36,Fraxinus americana,1
I1UL,36,Fraxinus americana,1
I1UL,36,Tsuga canadensis,1
I1UL,37,Quercus rubra,1
I1UL,37,Quercus rubra,1
I1UL,39,Amelanchier arborea,1
I1UL,39,Fraxinus americana,1
I1UL,39,Fagus grandifolia,1
I1UL,40,Fraxinus americana,1
I1UL,40,Rhamnus cathartica,1
I1UL,41,Populus deltoides,1
I1UL,41,Amelanchier arborea,1
I1UL,41,Fraxinus americana,1
I1UL,42,Fraxinus americana,1
I1UL,42,Fraxinus americana,1
I1UL,47,Fraxinus americana,1
I1UL,47,Euonymus alatus,1
I1UL,47,Fraxinus americana,1
I1UL,48,Fraxinus americana,1
I1UL,48,Acer saccharum,1
I1UL,48,Quercus alba,1
I1UL,49,Malus pumila,1
I1UL,49,Tsuga canadensis,1
I1UL,51,Tsuga canadensis,1
I1UL,51,Tsuga canadensis,1
I1UL,52,Tsuga canadensis,1
I1UL,52,Tsuga canadensis,1
I1UL,52,Tsuga canadensis,1
I1UL,53,Tsuga canadensis,1
I1UL,53,Tsuga canadensis,1
I1UL,55,Tsuga canadensis,1
I1UL,55,Tsuga canadensis,1
I1UL,56,Tsuga canadensis,1
I2GH,1,Agrostis perennans,1
I2GH,1,Eurybia divaricata,1
I2GH,1,Glyceria borealis,1
I2GH,1,Polystichum acrostichoides,1
I2GH,1,SP71,1
I2GH,1,SP79,1
I2GH,1,Symphyotrichum dumosum,1
I2GH,1,Viola sp.,1
I2GH,2,Eurybia divaricata,1
I2GH,2,Glyceria borealis,1
I2GH,2,Polystichum acrostichoides,1
I2GH,2,Ranunculus recurvatus,1
I2GH,2,SP79,1
I2GH,2,Symphyotrichum dumosum,1
I2GH,2,Viola sp.,1
I2GH,3,Amphicarpaea bracteata,1
I2GH,3,Dryopteris camyloptera,1
I2GH,3,Eurybia divaricata,1
I2GH,3,Muhlenbergia schreberi,1
I2GH,3,Polystichum acrostichoides,1
I2GH,3,Viola pubescens,1
I2GH,4,Adiantum pedatum,1
I2GH,4,Agrostis perennans,1
I2GH,4,Eurybia divaricata,1
I2GH,4,Solidago flexicaulis,1
I2GH,4,SP79,1
I2GH,4,Thalictrum pubescens,1
I2GH,4,Viola pubescens,1
I2GH,5,Eurybia divaricata,1
I2GH,5,Solidago flexicaulis,1
I2GH,5,SP79,1
I2GH,5,SP80,1
